Watchtower ID,Postcode,Population Served,Watchtower Point of Contact Name,x,y
WT3016QHOGE,3016,15560,Eugene Etheridge,144.88212846726813,-37.85329538993079
WT3103UGROF,3103,7671,Anthony Cruz,145.07195794163297,-37.80237955055203
WT3103BQYBO,3103,7671,Mamie Brooker,145.08901590487142,-37.807123263756104
WT3161WKJSH,3161,15269,Blake Crippen,145.0220589964004,-37.86964694733445
WT3125UPUEW,3125,3003,Lloyd Larsen,145.0985184852589,-37.85456180270574
WT3125NGSQN,3125,3003,David Sams,145.1085054723482,-37.84198252992474
WT3125GLAPQ,3125,3003,Robert Bush,145.1078397195417,-37.852238012039805
WT3125JMVUR,3125,3003,Gerald Haynes,145.09939252257888,-37.853633814713106
WT3125LLLNT,3125,3003,Joan Henderson,145.1127566726911,-37.86037272460842
WT3222VJRRD,3222,2493,Rick Peterson,144.53591556523642,-38.15800474772625
WT3222LIXKY,3222,2493,Roberta Bies,144.62223548689627,-38.2423945705524
WT3222VBZHL,3222,2493,Lucille Mcdonald,144.56469007377729,-38.23214152585365
WT3222PZVVW,3222,2493,Sallie Shiver,144.63169168975534,-38.25148580051897
WT3222CPWEC,3222,2493,Mackenzie Curbelo,144.63106063817153,-38.149022173229504
WT3222BXTZZ,3222,2493,Morris Rutherford,144.5269237026144,-38.14375836174202
WT3850WPPZJ,3850,14779,Scott Buggie,146.99670975934802,-38.11120375121315
WT3147QAQPS,3147,4879,Mark Hinton,145.07541389986514,-37.863627463390735
WT3147NMGOD,3147,4879,Tracy Bowling,145.0744381846769,-37.8587199206138
WT3147GJGOI,3147,4879,Cornelius Massengale,145.08808621714442,-37.874757229777096
WT3400BOZRI,3400,14543,Tom Davis,142.2056868163526,-36.700923449995635
WT3033ORKFG,3033,14514,Robert Ellsworth,144.8828197808778,-37.742567964334405
WT3123AWJNB,3123,7160,Marla Siddon,145.05865200046156,-37.83745393770321
WT3123YZTIF,3123,7160,Paul Earwood,145.05955004240124,-37.82771644759941
WT3039PBUWA,3039,14250,William Loudermilk,144.92569491883987,-37.765896444531656
WT3224GRCHF,3224,1773,Maria France,144.44358513125866,-38.21036217909221
WT3224ZMKSY,3224,1773,Helen Givens,144.41179731951956,-38.15749110854475
WT3224TNYRI,3224,1773,Michael Israel,144.43655018372564,-38.23965258686051
WT3224WHHVC,3224,1773,Janis Bagwell,144.45785698279343,-38.186164482416075
WT3224QJEKV,3224,1773,Bonnie Yearout,144.3989607589969,-38.148372448893284
WT3224VWVGY,3224,1773,Carl Smith,144.43939681993942,-38.18036746232096
WT3224OGJJN,3224,1773,Shirley Hall,144.42849521054393,-38.218027859101916
WT3224DHBWH,3224,1773,Marvin Solis,144.41774574409718,-38.234792588444314
WT3818GNUCA,3818,14167,Theodore Foreman,145.78951378758498,-38.1167604782299
WT3226KFMJB,3226,4721,James Sturkie,144.53086672694207,-38.2805983450651
WT3226NDZWQ,3226,4721,Lloyd Smith,144.5320642015993,-38.27604936623179
WT3226QUEJX,3226,4721,Mary Stephenson,144.54568575976018,-38.26255690044443
WT3085IMQNY,3085,13886,Henry Weichel,145.079442159054,-37.735611465967196
WT3137CDPKF,3137,1541,Keith Stahlman,145.31504320734498,-37.81271433615267
WT3137XUGBY,3137,1541,Brittany Randle,145.30978516235317,-37.82966565146038
WT3137SRQVP,3137,1541,Michael Miller,145.3309626109994,-37.83705748721143
WT3137CZXZW,3137,1541,Edward Vargo,145.33051928414244,-37.82106124500591
WT3137MGNNQ,3137,1541,Paul Mccorkle,145.30021053704837,-37.80671786701049
WT3137MJNVX,3137,1541,Sophia Derentis,145.31209224470845,-37.79998391319509
WT3137PJCVG,3137,1541,Yolanda Stern,145.32887887734955,-37.830025027117365
WT3137PDNLC,3137,1541,Katherine Cortez,145.31543525088134,-37.81532454600134
WT3137ZASSV,3137,1541,Catherine Wilson,145.31014451555873,-37.80605239381773
WT3107BZRNW,3107,4517,Christopher Barnhart,145.1247483858036,-37.76600305637294
WT3107GYDUG,3107,4517,Stephen Gauger,145.12223287485645,-37.753813171989556
WT3107VOAOZ,3107,4517,Inez Jennings,145.11629896103574,-37.75239414419074
WT3556KXCCS,3556,3271,Arron Beauchamp,144.0883649725357,-36.713782960347814
WT3556NJQUO,3556,3271,Kevin Hackney,144.18023633494656,-36.70627537855721
WT3556PILGU,3556,3271,Regina Faust,144.11993270090272,-36.71516722997884
WT3556HIKOY,3556,3271,Diane Wright,144.06787192390885,-36.685858858259905
WT3355SMNPW,3355,6507,Garrett Wohner,143.7954393324715,-37.498485881815036
WT3355YJDEY,3355,6507,Isabelle Rice,143.82135772891525,-37.54931090865537
WT3194BAYCO,3194,12965,Jodi Hadden,145.0624771809979,-37.98414293023302
WT3142YDQRA,3142,6454,Martha Arterberry,145.00915503895573,-37.8503210054816
WT3142XWZQO,3142,6454,June Downer,145.02569139013218,-37.842355148933564
WT3305RFTWU,3305,3204,Harold Ferreira,141.24389275383595,-38.057775476418286
WT3305TLQLM,3305,3204,Randall Ruffner,141.38702436846057,-38.063546792527006
WT3305NMFYC,3305,3204,Larry Witter,141.29643421841453,-38.11167114301085
WT3305KWOFD,3305,3204,Judith Figueroa,141.25644777166127,-38.24079323443777
WT3018XAVWL,3018,12689,Helen Cannon,144.7757997220566,-37.84941663250125
WT3041ZBAWR,3041,3103,Eleanor Giles,144.90572295653493,-37.71357670803631
WT3041EFUEB,3041,3103,Mary Seda,144.90317959622467,-37.73250491358593
WT3041AJAHR,3041,3103,Marcelina Malone,144.9233764621801,-37.72632689490257
WT3041GXQOB,3041,3103,Sandra Linsley,144.8943051892376,-37.737252273500395
WT3250BJUFW,3250,6125,Howard Casey,143.5658226194567,-38.340870067720694
WT3250ORKZX,3250,6125,Dayle Ward,143.56058751062506,-38.32020730830798
WT3941IMDBZ,3941,12172,Christopher Ryan,144.78630521204593,-38.353220128503
WT3025OMYBR,3025,2430,Georgene Mcvay,144.87256703440102,-37.834135335229035
WT3025JXFHB,3025,2430,Bonnie Downin,144.81149412873438,-37.8307798053919
WT3025SSHJN,3025,2430,Tyler Moons,144.8607062768072,-37.83481483800496
WT3025FPAHS,3025,2430,Joyce Munn,144.79563297522262,-37.82634923994355
WT3025UXSIE,3025,2430,Willie Laigo,144.79429337101448,-37.82881778367748
WT3089VZMEY,3089,5866,Gary Harper,145.1487810665617,-37.67651676508226
WT3089JYMHF,3089,5866,Dorothy Reid,145.15856967777128,-37.684864473616706
WT3078AEKPE,3078,11638,Dexter Good,145.00140644595922,-37.76493422121156
WT3034FCAXP,3034,2908,Winifred Sears,144.86879041622356,-37.75579478738804
WT3034DODDT,3034,2908,Olivia Mctigue,144.86123163230448,-37.77142997149443
WT3034ZYMIL,3034,2908,Donald Salvo,144.84766226766504,-37.7513737230498
WT3034BFDJN,3034,2908,Janice Johnson,144.86548847067067,-37.774191057535255
WT3631TQNZV,3631,2322,Jason Burkett,145.4363498286167,-36.31970925700745
WT3631NDVKY,3631,2322,Ernest Jarrell,145.52535564282212,-36.335961472056894
WT3631VJGLO,3631,2322,Nora Kelly,145.4546604189178,-36.45306461119483
WT3631QGZOC,3631,2322,Teresa Pickett,145.4473711799922,-36.37508002234908
WT3631ZSUMB,3631,2322,Thelma Carlton,145.533912908864,-36.3800742996389
WT3197VSZGX,3197,5774,Mary Edwards,145.15664578721774,-38.08070005147733
WT3197HMHVF,3197,5774,Ann Somerville,145.12310528133722,-38.086811727473744
WT3057EKGHR,3057,11504,Rosemary Tiger,144.9799749433599,-37.77342887683817
WT3177XFTPO,3177,3768,Bonnie Studivant,145.2322298542572,-38.0053537370745
WT3177SLLBH,3177,3768,Rosetta Miller,145.23162850607062,-37.98363939529452
WT3177TWMBO,3177,3768,Grace Huff,145.22954841602555,-37.992617480012846
WT3585AFUMM,3585,11206,Ray Howe,143.37572389146328,-35.31277481441913
WT3936ONNXE,3936,11024,Lisabeth Griego,144.98877850527248,-38.34453491575655
WT3205CQCBS,3205,5460,Carol Troy,144.96625085578012,-37.83921661275396
WT3205YOMLV,3205,5460,Ruby Austin,144.96598185610463,-37.83222345331254
WT3105HWZUC,3105,10873,Thomas Stevens,145.0793227627599,-37.759546369688216
WT3803NHPOC,3803,5427,Larry Combes,145.28746561363045,-38.02446244976362
WT3803ECHEF,3803,5427,Willie Robertson,145.25915636961093,-38.02390681128392
WT3777BKKPU,3777,3583,Byron Robinson,145.56251489376504,-37.514394044516564
WT3777XHWTI,3777,3583,Helen Sullivan,145.5831890489861,-37.61249810449512
WT3777TUHYI,3777,3583,Michael Livingston,145.52058795514893,-37.65224612703273
WT3978EELMS,3978,10648,Andrew Tylor,145.31853095518233,-38.091686569586926
WT3190LSXPY,3190,10454,Carl Velazquez,145.05876365045188,-37.948438331194595
WT3437HTTIH,3437,3479,Benjamin Warner,144.63779108476163,-37.469629767097395
WT3437TZCMM,3437,3479,Donald Sandoval,144.51080560660586,-37.50036783211931
WT3437KHBPL,3437,3479,Charlotte Green,144.59696365066134,-37.48113208398435
WT3008PNJNN,3008,5218,Ralph Barkley,144.9518521922696,-37.81145194486184
WT3008JHENP,3008,5218,Cynthia Shields,144.92668824617908,-37.823212653316155
WT3672CRWAS,3672,5165,Mark Mohler,145.95064248540996,-36.584029923356006
WT3672RXSCH,3672,5165,Ronald Harbin,146.00884073469686,-36.563773100689275
WT3151QBMSM,3151,3424,Malcolm Little,145.15885697551238,-37.85776252887035
WT3151ANFQX,3151,3424,Daniel Davis,145.16632131582105,-37.84908719684687
WT3151JBTSG,3151,3424,Ashley Manning,145.1326095487824,-37.85076505375052
WT3191GBTSQ,3191,10241,Laura Ryan,144.9960217828986,-37.944975559503995
WT3995ZBHTV,3995,10173,Leigh Craven,145.61781035048253,-38.556131563368474
WT3300SXKBR,3300,5044,Martha Jones,141.943401661104,-37.66005370567887
WT3300BEMMJ,3300,5044,Ricky Stonebraker,141.94272923667302,-37.768451341073664
WT3915YKMGK,3915,9960,Melissa Butler,145.1013485299018,-38.32429035535604
WT3116JXQMD,3116,4936,Susan Tucker,145.3372717131245,-37.71671338410589
WT3116SVYNP,3116,4936,Rickey Labarbera,145.29685887066887,-37.74611473508058
WT3691QKGPV,3691,9704,George Quinones,146.63888213422413,-36.309341832307794
WT3377FUDEI,3377,9416,Linda Olsen,142.9596593170925,-37.27763193783621
WT3004PTTBC,3004,3102,Velma Stewart,144.97791590174103,-37.82012529523898
WT3004EMANT,3004,3102,Steven Shepperd,144.98788265746035,-37.81686712169189
WT3004PMCVW,3004,3102,Christopher Brown,144.98359216736148,-37.84437498132179
WT3049MXNED,3049,3087,Loretta Hinderman,144.89821647835635,-37.66293779630895
WT3049IAJCL,3049,3087,Brian Davis,144.91179868117703,-37.67996627573396
WT3049FVZGN,3049,3087,John Smith,144.91072359690028,-37.662653490772016
WT3644SBXGF,3644,4613,Robert Reyes,145.7529888801693,-36.03665059744477
WT3644NLXJO,3644,4613,Curtis Hoke,145.5435986973334,-35.876136960997215
WT3019ASCJP,3019,3065,Charlotte Coutermarsh,144.85492421197495,-37.772589492919515
WT3019JIKGX,3019,3065,Vincent January,144.85730316799982,-37.7718018219131
WT3019RXXZW,3019,3065,Amy Taylor,144.8599464042601,-37.774918978474545
WT3764ZHPVF,3764,4582,Tara Ward,144.9533178550078,-37.10942527971903
WT3764MKCUE,3764,4582,Alejandrina Salazar,144.970506104261,-37.15854276662507
WT3629PMEPU,3629,9127,Reid Feldmann,145.21981730157358,-36.35945078374604
WT3143DCPOC,3143,3018,Mary Bowers,145.02938317853184,-37.86258914550739
WT3143IYVIZ,3143,3018,James Kemp,145.02759917907088,-37.857112959399466
WT3143NQMZP,3143,3018,Francisco Gutierrez,145.01040076549717,-37.861596046002276
WT3087WBGNY,3087,9031,Carl Estabrook,145.07655868788908,-37.70421795747069
WT3757QOZTE,3757,2986,Kathleen Reiner,145.342552305163,-37.51695722666812
WT3757ZYUMU,3757,2986,Meghan Pignone,145.18645133524964,-37.422662010662926
WT3757PRIEV,3757,2986,Larry Pierce,145.1118904508526,-37.46718538934005
WT3730UTUPX,3730,2944,Curtis Johnson,145.8390200963087,-36.01276678240247
WT3730XYUBK,3730,2944,Diane Ulberg,145.7667686668467,-36.01802053425753
WT3730EFJWK,3730,2944,John Nelson,146.19031829509552,-36.09578729271634
WT3148QGULY,3148,4320,Priscilla Little,145.10910727319913,-37.88503978009914
WT3148LWECX,3148,4320,Belinda Jefferson,145.1011737287189,-37.880916247729026
WT3066ORIHJ,3066,2128,Doris Hazard,144.98926829046363,-37.80512744956145
WT3066PVXAM,3066,2128,Josh Cecil,144.9862688428555,-37.79776592949474
WT3066TZXKY,3066,2128,Greg Rodriguez,144.98624403796103,-37.80627173136043
WT3066TGSMU,3066,2128,Lillian Hesser,144.98728939865242,-37.798371404841745
WT3113YCFFU,3113,4228,Lula Carter,145.22572505521666,-37.73935349050789
WT3113NDCEY,3113,4228,Antonio Hill,145.18073448457255,-37.73230213369918
WT3054SQEQA,3054,8428,Eugene Salano,144.95861592679725,-37.783412869711185
WT3620DPAMB,3620,4120,Ben Oneil,144.96824098896346,-36.398921729744224
WT3620XKMXQ,3620,4120,Julie Zazula,145.18651160619237,-36.185252751663754
WT3067PFFLY,3067,1366,Willie Raggs,144.99277550851377,-37.81165277804152
WT3067QULCR,3067,1366,Thomas Gordon,145.00799772925978,-37.80647549142817
WT3067RDWCI,3067,1366,Lynette Erwin,144.99182058019107,-37.80684026619632
WT3067MKBAR,3067,1366,Jeffry Huber,144.9965119159561,-37.806957906476974
WT3067WJXTJ,3067,1366,Judith Eckenrode,144.9891625434605,-37.80163864602102
WT3067BLHHJ,3067,1366,Margery Smith,144.9948893230766,-37.80237623916429
WT3351UVIHV,3351,8168,Donald Wilkinson,143.27416699148256,-37.614929659179204
WT3804RXIMQ,3804,2023,Terrance Bromley,145.310885608323,-38.001442816771736
WT3804OQOOF,3804,2023,Jackie Smith,145.35298253700518,-37.98426462189473
WT3804JDRQA,3804,2023,Robert Porter,145.28323835023517,-37.95378621144045
WT3804MBVLD,3804,2023,Polly Hoople,145.33015033642127,-37.98767496906432
WT3126UEECR,3126,8056,Dianne Nance,145.08096937230013,-37.8210242477313
WT3909HFRJQ,3909,2633,Maria Rhodus,147.90601975805444,-37.764598529015366
WT3909AXOWH,3909,2633,Kristie Bode,148.0555693607876,-37.78991129086548
WT3909VJNLQ,3909,2633,Soledad Hurtado,148.10035183210377,-37.724162743489586
WT3953WADSR,3953,1571,Clinton Bailey,145.78786815135106,-38.43916558433166
WT3953SGAEI,3953,1571,Ofelia Kadlec,145.77800174296402,-38.55984015166651
WT3953GRHIM,3953,1571,Stuart Doyle,146.07894653869226,-38.46139149239377
WT3953GRXRE,3953,1571,Sylvia Brown,146.17199619819715,-38.38154682840454
WT3953NPQQN,3953,1571,Peter Willer,146.04193592469497,-38.44633595871089
WT3782AQUFZ,3782,7827,Bonita Mangan,145.4551855517829,-37.92661137122033
WT3922MDPCX,3922,1289,Bruce Kruse,145.25316073669387,-38.51899609588197
WT3922JVYVK,3922,1289,Tara Law,145.17599762291508,-38.487246277390646
WT3922JDUTN,3922,1289,Judy Ross,145.28537516549176,-38.51407044024659
WT3922WWJZY,3922,1289,Elijah Hunt,145.2447827591404,-38.4848574951737
WT3922GKMBB,3922,1289,Brady Oglesby,145.18995016670905,-38.48860277298002
WT3922PHWRX,3922,1289,Louise Mcdonald,145.2376742866865,-38.46448487862177
WT3660XHDRV,3660,1262,Erik Guel,145.5051483633239,-36.91390306327884
WT3660CESRK,3660,1262,Kim Graham,145.3228931083454,-37.10179760482139
WT3660BHLDZ,3660,1262,Brian Brasil,145.50018943200558,-37.10893561456951
WT3660UOMTS,3660,1262,Susan Storm,145.467449588922,-37.07762299407432
WT3660QSTIB,3660,1262,Dennis Nguyen,145.28496089529546,-36.996553633203206
WT3660ZHPVI,3660,1262,Jeff Fetherston,145.07968244652514,-37.052214044405076
WT3180WOFIE,3180,2487,Catharine Diaz,145.26273417587512,-37.90066045017715
WT3180KJTWT,3180,2487,Julie Hash,145.25618519655262,-37.87398522411325
WT3180DKICU,3180,2487,Phyllis Terry,145.23918782404462,-37.884144489556725
WT3223OOZBW,3223,2465,Sheila Gray,144.63524592163125,-38.20656233788676
WT3223RWIHD,3223,2465,Theodore Christopher,144.61706094924273,-38.1020143467612
WT3223JFBYI,3223,2465,Guy Larocca,144.61099219539284,-38.16247156775349
WT3809YTBHH,3809,1802,Florence Williams,145.43460663547293,-38.02183804740044
WT3809PDGEK,3809,1802,Nicole Dye,145.4070791349842,-38.065057490534805
WT3809ZYQDB,3809,1802,Peggy Anderson,145.45372252218934,-38.045085403051246
WT3809JZQMX,3809,1802,Joseph Mayers,145.45613861143133,-38.121534959744224
WT3860OPGLP,3860,2390,Jason Evans,147.09728938038828,-37.96253281803679
WT3860BZTXE,3860,2390,Lucille Johnston,147.1448485506306,-37.711905494546116
WT3860UCTWZ,3860,2390,Calvin Klein,147.17829920967256,-37.86321009958664
WT3807TGUBX,3807,2365,Dorris Pennington,145.37070956738168,-38.05107840171075
WT3807UFNAP,3807,2365,Francis Montgomery,145.40416010092343,-38.021356613911976
WT3807PZHPR,3807,2365,David Pizarro,145.3626328162128,-38.05489065080597
WT3450XHQGS,3450,1708,Willis Jasso,144.22386015866184,-37.061341934677074
WT3450JQQRD,3450,1708,Robert Wood,144.24981065143234,-37.06989150317421
WT3450FASHP,3450,1708,Tonya Cross,144.20704326499535,-37.06521131515332
WT3450LBNRD,3450,1708,Caitlyn Warden,144.24347782702498,-37.04838315318216
WT3765SHSPB,3765,3380,Eilene Horner,145.36201379669092,-37.81894302945288
WT3765XZDSF,3765,3380,Susan Compton,145.32698014492004,-37.82618684116462
WT3158AUSOJ,3158,3326,Vanessa Adams,145.34291881249214,-37.90412906071253
WT3158FLOBC,3158,3326,Elbert Sutton,145.33108911112143,-37.920765975046
WT3027KUPSY,3027,3323,Sonya Renick,144.7621343752908,-37.861911455007174
WT3027FZKQC,3027,3323,Angelo Hard,144.73167189283603,-37.85646049026309
WT3217MDZVX,3217,6607,Andrew Ward,144.40663713124954,-38.2996197431434
WT3496CCVTX,3496,6224,Lillian Chung,141.8637951416551,-34.23915213680191
WT3380GWOCZ,3380,6032,Clyde Gallo,142.84006482043034,-36.992418579611
WT3179QTYXJ,3179,3011,Darnell Phelps,145.2050895825477,-37.91374760225387
WT3179QKUWC,3179,3011,Wendy Baker,145.19746265109166,-37.90965455901277
WT3036XTIIL,3036,1481,Katherine Miller,144.77405705329488,-37.68738739758373
WT3036CKDXS,3036,1481,Harold Harmon,144.81961864598148,-37.66870859055842
WT3036IQITW,3036,1481,Douglas Downs,144.78389069686594,-37.66161092059724
WT3036OUJLY,3036,1481,Jenny White,144.8312170300855,-37.67194392009214
WT3189MHBOB,3189,1179,Wayne Bello,145.05523156176483,-37.94118140841387
WT3189LGHIA,3189,1179,Annie Longmore,145.06543156075276,-37.939107386085695
WT3189ZUMEU,3189,1179,Susan Flores,145.04315019561668,-37.937324860748454
WT3189EWADM,3189,1179,Christopher Anderson,145.03717703278747,-37.94372275534058
WT3189VOGYS,3189,1179,Jill Smith,145.03754557173104,-37.942023554760674
WT3799ZWGYC,3799,1932,Lana Jones,145.88439101081204,-37.69655285293283
WT3799IBQMR,3799,1932,Camilla Swenson,145.88316517396308,-37.742377391043284
WT3799JWZTS,3799,1932,Willie Barone,145.6961436573016,-37.650946513835954
WT3851KHODW,3851,2843,Tara Garza,147.29430937004628,-38.222542302101765
WT3851YKVHY,3851,2843,Jeffrey Clark,147.4335844947092,-37.987941395300496
WT3996ZMYGL,3996,1846,Jennifer Adkins,145.7771574897382,-38.67107249698782
WT3996YCWHN,3996,1846,Kendall Pruitt,145.71188329405038,-38.66201360381448
WT3996APJTL,3996,1846,Ronald Cook,145.77210936101585,-38.66087320895411
WT3003QBFSM,3003,1838,Michael Blevins,144.91998133092056,-37.81279720127272
WT3003VUBNO,3003,1838,Doris Smith,144.91338943948188,-37.81827164893964
WT3003BXJAK,3003,1838,Vera Mitchell,144.92878408202418,-37.798436262713885
WT3579FLKUI,3579,1788,Daniel Ruark,144.01732514096102,-35.954113241603984
WT3579HGUQO,3579,1788,Laura Smith,143.56878720073288,-35.87996758720554
WT3579ZMHJW,3579,1788,Yolanda Early,143.90579325337166,-35.83008267688475
WT3616MGKKD,3616,2678,Flossie Stclair,145.0382395354934,-36.48540758333834
WT3616OIHDJ,3616,2678,Virginia Parris,145.0987959215873,-36.5227154806513
WT3498JRZUR,3498,1331,Carlton Scott,142.20031631871973,-34.23822455933556
WT3498PHNAU,3498,1331,Melissa Fanning,142.23424082656757,-34.25733088572868
WT3498MDTSF,3498,1331,Eleanor Taylor,142.11562298936752,-34.22061676416581
WT3498RRAYK,3498,1331,Walter Lemire,142.0934531574623,-34.258337189977496
WT3636ETBDB,3636,873,James Reardon,145.42411679647267,-36.13415691671104
WT3636LTWLQ,3636,873,Amy Gurry,145.5876432641729,-36.08288311428853
WT3636LGQMA,3636,873,Arthur Stgermain,145.44985593950616,-36.056801348170765
WT3636ZRPAC,3636,873,Donald Renz,145.57637663494174,-36.067347824534416
WT3636ZFUGM,3636,873,Susan Welchel,145.4256515582462,-36.05797348648649
WT3636HKVUH,3636,873,Stanley Jones,145.40354855082188,-36.135166241815746
WT3984XMPJU,3984,1041,Bernard Robinson,145.66611292275098,-38.41371341264712
WT3984UBSFJ,3984,1041,Ned Johnson,145.61381415852048,-38.3660140349184
WT3984SHWQW,3984,1041,William Owen,145.59521341508736,-38.282975922513835
WT3984QFXFT,3984,1041,James Prewett,145.48971810892024,-38.317370725661895
WT3984IZIBD,3984,1041,Cesar Medina,145.65147470367967,-38.25469355497106
WT3434AMRMK,3434,5069,Sonia Polanco,144.7102829177065,-37.414787654577225
WT3061TZMKP,3061,1685,Phillip Lynch,144.96238876406008,-37.65056788272415
WT3061LOUYX,3061,1685,Ronald Thompson,144.97374071978143,-37.64821258420374
WT3061BZKPA,3061,1685,Cecelia Lewin,144.97230861471036,-37.64316122799456
WT3722XULRS,3722,5018,Helene Huber,146.19396910715247,-37.08656660910376
WT3002YFCMY,3002,4964,Dora Grooms,144.97412033255623,-37.811182979448056
WT3940WZCWZ,3940,2465,Gloria Roberts,144.86715846693173,-38.37676586477035
WT3940UVMRS,3940,2465,Harold Kassab,144.88951915153942,-38.375089887240684
WT3981DOYYE,3981,1632,Ruth Roberts,145.40357770711884,-38.22648087703851
WT3981LHGQV,3981,1632,Michael Hayes,145.7241613476498,-38.26428001607835
WT3981HFCDJ,3981,1632,Nellie Cassella,145.42159162016495,-38.25805321222125
WT3505LDQUW,3505,4832,Mary Backlund,141.86856818115862,-34.224667611251824
WT3227LRSVA,3227,4819,Joan Cox,144.38837299987338,-38.22664848840161
WT3950WWFHI,3950,2400,Donald Neil,145.789697571232,-38.44829776894874
WT3950QHSQT,3950,2400,James Guerrero,145.8537009069294,-38.42146300495086
WT3842LLUAZ,3842,2391,Justin Butcher,146.43738290720543,-38.33409319136186
WT3842UWRZX,3842,2391,Daniel Cole,146.4260527153197,-38.31033873786668
WT3747DHCFR,3747,2312,Delia Haynes,146.8417942671603,-36.36420895477979
WT3747XBOXY,3747,2312,Homer Moore,146.75846945554298,-36.41270523624899
WT3781EASUZ,3781,1492,Carmelo Nicholas,145.47483429717292,-37.93712078940373
WT3781QLYFA,3781,1492,Sharon Trask,145.5257307263254,-37.87860456041545
WT3781NYYHV,3781,1492,Lynda Nastasi,145.489813558002,-37.99277716147479
WT3401EAPLO,3401,2210,Eric Ellis,142.10320851191588,-36.72822117152589
WT3401WPITF,3401,2210,Kevin Woods,142.45385599031363,-37.254109629673565
WT3461QSXXB,3461,4149,Stephanie Troupe,144.19879954226982,-37.16497108770965
WT3225ZLHVP,3225,1352,Theola Pugh,144.6151145784595,-38.24951546874845
WT3225ZWRKT,3225,1352,Sierra Zelaya,144.63248453729392,-38.273920927385454
WT3225RKBIH,3225,1352,Eric Clark,144.60253933576172,-38.23799434037219
WT3213XUYAP,3213,4033,Jordan Billings,144.20150739455903,-38.09131990974338
WT3880XJEVE,3880,2016,Brady Condon,147.8819082206602,-38.0163438406868
WT3880BUCZX,3880,2016,Michael Andersen,147.82927661233808,-37.86188798085973
WT3971GFDIU,3971,669,Shirley Solis,146.8002601948809,-38.7598825163408
WT3971UHZGX,3971,669,Lien Yoon,146.72931020113865,-38.46557168867185
WT3971MGARE,3971,669,Joseph Nutter,146.42859858283558,-38.67926740909462
WT3971MLSXH,3971,669,Beverly Hardt,146.86063586361163,-38.55173732935933
WT3971XBBMK,3971,669,Grace Gordon,146.87348584083944,-38.725544946677644
WT3971GNWLP,3971,669,Patti Kennedy,146.47649393813555,-38.61329665766569
WT3431IFUSY,3431,3947,Nellie Adams,144.6804185372361,-37.442212511059296
WT3093HJWIG,3093,972,Benjamin Meadows,145.10671344464265,-37.74423120940089
WT3093UMONC,3093,972,Chris Mckinney,145.12667114522216,-37.72572554970407
WT3093NLHIM,3093,972,Joshua Coons,145.11820148991805,-37.74433369520455
WT3093ROONW,3093,972,Sharon Wells,145.11554389950476,-37.747315564024305
WT3775QKPWA,3775,772,John Covington,145.31376604275735,-37.628386398987416
WT3775DRWUQ,3775,772,Kathleen Besson,145.4407141306498,-37.5625062579209
WT3775TOGZK,3775,772,Amy Casey,145.4385089903036,-37.64127240412888
WT3775PGCXX,3775,772,Margaret Mix,145.36522115782017,-37.59791868890256
WT3775HGGFI,3775,772,Joseph Roshia,145.2776078617146,-37.59705480543411
WT3918DSFOP,3918,926,Lindsey Jackson,145.1805234976719,-38.33830054668654
WT3918IJIJQ,3918,926,Sean Conroy,145.1981144167953,-38.316951703963106
WT3918FYJQN,3918,926,Flossie Hudson,145.14086679590315,-38.350153661359435
WT3918CDEEZ,3918,926,Connie Beveridge,145.16250445821373,-38.34608816687449
WT3523CQSWP,3523,905,Mark Seller,144.72894916684078,-37.00934236074207
WT3523JHSKW,3523,905,Jerry Barth,144.56391677604657,-36.97463976031401
WT3523XJZBV,3523,905,Charles Donnell,144.7473429583665,-36.770146356766034
WT3523VFRMV,3523,905,Gina Pickle,144.8838222135247,-36.7036137884041
WT3549JBGSR,3549,1174,Christopher Shiever,142.6845872365345,-34.77636039256747
WT3549KQPCN,3549,1174,John Mitchell,142.94017265436088,-34.72498458121197
WT3549RPPGD,3549,1174,Brandon Handley,142.5652089698158,-34.67445434684168
WT3363LPXKX,3363,1739,Arthur Washington,143.80051932471937,-37.43976981496703
WT3363UVPZV,3363,1739,Ahmad Edmondson,143.96168044083402,-37.36188835464135
WT3797FCQZL,3797,1738,Dawn Link,145.59712782997835,-37.885650618120096
WT3797JXEYZ,3797,1738,Wade Seay,145.59525777895735,-37.85187937890587
WT3925TJOQL,3925,1128,Stephanie Mueller,145.3722231137187,-38.53323415588145
WT3925HPDPE,3925,1128,Patrick Mckinley,145.40598118455455,-38.51067698346221
WT3925LANPO,3925,1128,Alex Mcdonald,145.3952406888683,-38.50885963827309
WT3980JJOQY,3980,1675,Heather Strahl,145.42551264755082,-38.208375772057366
WT3980CXZJX,3980,1675,Marianne Gulledge,145.38407991603268,-38.234540388656654
WT3913EJDEA,3913,3338,Norma Hammond,145.1598674095822,-38.281966498905305
WT3919IOIFE,3919,3183,Candice Redman,145.20106213477456,-38.34719888248039
WT3862WPONG,3862,1578,Anthony Dawkins,147.33271058732282,-37.491238739170896
WT3862XHAPV,3862,1578,Michael Stover,147.32373694126133,-37.84325812411646
WT3741DMMXM,3741,3100,Gwendolyn Donaldson,146.97457672634275,-36.739842150839856
WT3266OQUZV,3266,3067,Jack Wilcoxen,143.24967426940597,-38.463018360522085
WT3808KZZPA,3808,1516,Asuncion Mays,145.46459157313026,-38.00294661504681
